plate,mjd,fiberid,run2d,specobj_id,ra,dec,z,zerr,zwarning,class,subclass
2022,53827,286,26,2276648290923603968,124144.55,+350345.96,0.023094,9e-06,0,GALAXY,AGN BROADLINE
2025,53431,7,26,2279949293064316928,104955.07,+325926.96,0.005684,7e-06,0,GALAXY,STARFORMING
2026,53711,425,26,2281190096633882624,105120.74,+324558.96,0.002115,8e-06,0,GALAXY,STARFORMING
2028,53818,60,26,2283341567806695424,135036.02,+334217.38,0.014338,7e-06,0,GALAXY,AGN BROADLINE
2089,53498,416,26,2352119313290258432,120611.43,+350525.67,0.080826,1.2e-05,0,GALAXY,AGN BROADLINE
2095,53474,347,26,2358855745753081856,115736.87,+321639.42,0.01028,9e-06,0,GALAXY,STARFORMING
2097,53491,183,26,2361062465875240960,114444.89,+331915.46,0.031065,1.3e-05,0,GALAXY,AGN BROADLINE
2100,53713,106,26,2364419003721476096,112732.59,+332641.30,0.02427,6e-06,0,GALAXY,STARFORMING
2105,53472,230,26,2370082584072841216,121007.97,+355239.41,0.02249,9e-06,0,GALAXY,BROADLINE
2117,54115,230,26,2383593393742702592,135338.11,+313325.15,0.112719,3.4e-05,0,GALAXY,AGN BROADLINE
2117,54115,351,26,2383626653969442816,135317.79,+332927.06,0.007899,8e-06,0,GALAXY,AGN
2120,53852,540,26,2387056301201975296,140131.58,+281711.95,0.027189,1.3e-05,0,GALAXY,
2123,53793,77,26,2390306731461732352,141109.74,+265051.37,0.130085,2.7e-05,0,GALAXY,
2131,53819,447,26,2399415635978250240,142414.55,+270205.35,0.174161,3.5e-05,0,GALAXY,AGN BROADLINE
2134,53876,45,26,2402682835736487936,143109.63,+265309.27,0.052924,6e-06,0,GALAXY,
2165,53917,68,26,2437592055728334848,154224.12,+234053.94,0.295523,3.1e-05,0,GALAXY,BROADLINE
2167,53889,71,26,2439844679705978880,154658.88,+175303.07,0.010977,8e-06,0,GALAXY,STARBURST
2168,53886,332,26,2441042322696202240,154234.52,+211120.67,0.133965,2e-05,0,GALAXY,
2199,53556,78,26,2475875395283478528,160632.20,+174249.94,0.040346,1.1e-05,0,GALAXY,BROADLINE
2201,53904,263,26,2478178053348419584,161329.66,+160425.73,0.113931,2.5e-05,0,GALAXY,
2218,53816,133,26,2497282616160446464,112936.81,+255608.37,0.141047,6e-06,0,GALAXY,AGN
2222,53799,480,26,2501881598136313856,114438.45,+295323.70,0.076049,8e-06,0,GALAXY,STARFORMING
2225,53729,345,26,2505222188164999168,115446.09,+300830.45,0.177966,1.9e-05,0,GALAXY,
2228,53818,334,26,2508596865721722880,120443.32,+311038.23,0.024998,1.1e-05,0,GALAXY,AGN
2233,53845,371,26,2514236536191477760,122129.19,+282208.41,0.008583,4e-06,0,GALAXY,STARBURST
2235,53847,86,26,2516409995835238400,123308.45,+262057.74,0.02418,1e-05,0,GALAXY,
2238,54205,222,26,2519825084957353984,124517.26,+270732.15,0.00363,5e-06,0,GALAXY,STARBURST
2245,54208,467,26,2527773729442785280,133245.62,+263449.35,0.047005,1.8e-05,0,GALAXY,AGN
2266,53679,82,26,2551311790617159680,080202.70,+140315.16,0.593492,0.000104,0,GALAXY,
2266,53679,422,26,2551405249105520640,075940.12,+152312.54,0.015516,4e-06,0,GALAXY,AGN BROADLINE
